"Individual","Mode","Choice","Airport","DistSYR","DistALB","DistNYC","DistEWR","SafteyPersonal","SafteyTrainBus","SafteyCarpool","SafteyTaxi","SafteySharedTaxi","SafteyCS","SafteySCS","PrivacyPersonal","PrivacyTrainBus","PrivacyCarpool","PrivacyTaxi","PrivacySharedTaxi","PrivacyCS","PrivacySCS","ConviniencePersonal","ConvinienceTrainBus","ConvinienceCarpool","ConvinienceTaxi","ConvinienceSharedTaxi","ConvinienceCS","ConvinienceSCS","TimePersonal","TimeTrainBus","TimeCarpool","TimeTaxi","TimeSharedTaxi","TimeCS","TimeSCS","flightsYear","daysBreturn","luggage","ownVehicle","incomeB","familySize","ageB","shuttleMaxPersonsB","payUticaSYR","payUticaALB","CostPersonal","CostTrainBus","CostCarpool","CostTaxi","CostSharedTaxi","CostCS","CostSCS","random","Saftey","Privacy","Convinience","Time"
25,"Carpool",0,1,150,13.5,160,160,9,7,7,6,6,6,6,9,2,7,2,2,2,2,10,6,7,6,5,7,6,"01000","03000","01500","01500","02000","01000","02000",0,10,2,1,10,5,20,10,10,10,"1.62","","1.62","","","","",36,7,7,7,"01500"
25,"Personal",1,1,150,13.5,160,160,9,7,7,6,6,6,6,9,2,7,2,2,2,2,10,6,7,6,5,7,6,"01000","03000","01500","01500","02000","01000","02000",0,10,2,1,10,5,20,10,10,10,"1.62","","1.62","","","","",36,9,9,10,"01000"
25,"TrainBus",0,1,150,13.5,160,160,9,7,7,6,6,6,6,9,2,7,2,2,2,2,10,6,7,6,5,7,6,"01000","03000","01500","01500","02000","01000","02000",0,10,2,1,10,5,20,10,10,10,"1.62","","1.62","","","","",36,7,2,6,"03000"
25,"Taxi",0,1,150,13.5,160,160,9,7,7,6,6,6,6,9,2,7,2,2,2,2,10,6,7,6,5,7,6,"01000","03000","01500","01500","02000","01000","02000",0,10,2,1,10,5,20,10,10,10,"1.62","","1.62","","","","",36,6,2,6,"01500"
26,"Carpool",0,3,50,50,400,NA,7,8,6,5,4,5,5,6,5,5,6,4,5,5,10,6,8,5,5,5,5,"10000","13000","10000","13000","13000","13000","13000",8,10,1,1,10,3,10,50,25,25,"50","50","5","80","80","60","30",7,6,5,8,"10000"
26,"Personal",0,3,50,50,400,NA,7,8,6,5,4,5,5,6,5,5,6,4,5,5,10,6,8,5,5,5,5,"10000","13000","10000","13000","13000","13000","13000",8,10,1,1,10,3,10,50,25,25,"50","50","5","80","80","60","30",7,7,6,10,"10000"
26,"TrainBus",0,3,50,50,400,NA,7,8,6,5,4,5,5,6,5,5,6,4,5,5,10,6,8,5,5,5,5,"10000","13000","10000","13000","13000","13000","13000",8,10,1,1,10,3,10,50,25,25,"50","50","5","80","80","60","30",7,8,5,6,"13000"
26,"Taxi",1,3,50,50,400,NA,7,8,6,5,4,5,5,6,5,5,6,4,5,5,10,6,8,5,5,5,5,"10000","13000","10000","13000","13000","13000","13000",8,10,1,1,10,3,10,50,25,25,"50","50","5","80","80","60","30",7,5,6,5,"13000"
27,"Carpool",1,2,56,92,255,250,9,8,9,7,6,7,6,10,7,9,6,5,6,5,10,6,9,7,6,7,6,"43000","53000","43000","50000","50000","50000","50000",NA,7,2,1,10,6,20,10,20,27.5,"25","40","0","100","50","45","25",88,9,9,9,"43000"
27,"Personal",0,2,56,92,255,250,9,8,9,7,6,7,6,10,7,9,6,5,6,5,10,6,9,7,6,7,6,"43000","53000","43000","50000","50000","50000","50000",NA,7,2,1,10,6,20,10,20,27.5,"25","40","0","100","50","45","25",88,9,10,10,"43000"
27,"TrainBus",0,2,56,92,255,250,9,8,9,7,6,7,6,10,7,9,6,5,6,5,10,6,9,7,6,7,6,"43000","53000","43000","50000","50000","50000","50000",NA,7,2,1,10,6,20,10,20,27.5,"25","40","0","100","50","45","25",88,8,7,6,"53000"
27,"Taxi",0,2,56,92,255,250,9,8,9,7,6,7,6,10,7,9,6,5,6,5,10,6,9,7,6,7,6,"43000","53000","43000","50000","50000","50000","50000",NA,7,2,1,10,6,20,10,20,27.5,"25","40","0","100","50","45","25",88,7,6,7,"50000"
28,"Carpool",1,1,12,97,251,245,10,10,8,7,7,9,9,10,5,9,5,4,9,7,10,5,9,7,9,6,9,"10000","30000","10000","10000","10000","10000","10000",1,7,2,1,100,4,20,50,50,50,"50","20","5","40","20","50","25",2,8,9,9,"10000"
28,"Personal",0,1,12,97,251,245,10,10,8,7,7,9,9,10,5,9,5,4,9,7,10,5,9,7,9,6,9,"10000","30000","10000","10000","10000","10000","10000",1,7,2,1,100,4,20,50,50,50,"50","20","5","40","20","50","25",2,10,10,10,"10000"
28,"TrainBus",0,1,12,97,251,245,10,10,8,7,7,9,9,10,5,9,5,4,9,7,10,5,9,7,9,6,9,"10000","30000","10000","10000","10000","10000","10000",1,7,2,1,100,4,20,50,50,50,"50","20","5","40","20","50","25",2,10,5,5,"30000"
28,"Taxi",0,1,12,97,251,245,10,10,8,7,7,9,9,10,5,9,5,4,9,7,10,5,9,7,9,6,9,"10000","30000","10000","10000","10000","10000","10000",1,7,2,1,100,4,20,50,50,50,"50","20","5","40","20","50","25",2,7,5,7,"10000"
29,"Carpool",1,3,53,100,246,NA,10,10,9,9,8,8,10,10,1,8,8,6,4,8,10,1,7,6,4,10,5,"03000","13000","03000","04500","05000","03000","04000",5,3,1,1,10,4,20,15,7,7,"10","15","5","20","8","12","6",65,9,8,7,"03000"
29,"Personal",0,3,53,100,246,NA,10,10,9,9,8,8,10,10,1,8,8,6,4,8,10,1,7,6,4,10,5,"03000","13000","03000","04500","05000","03000","04000",5,3,1,1,10,4,20,15,7,7,"10","15","5","20","8","12","6",65,10,10,10,"03000"
29,"TrainBus",0,3,53,100,246,NA,10,10,9,9,8,8,10,10,1,8,8,6,4,8,10,1,7,6,4,10,5,"03000","13000","03000","04500","05000","03000","04000",5,3,1,1,10,4,20,15,7,7,"10","15","5","20","8","12","6",65,10,1,1,"13000"
29,"Taxi",0,3,53,100,246,NA,10,10,9,9,8,8,10,10,1,8,8,6,4,8,10,1,7,6,4,10,5,"03000","13000","03000","04500","05000","03000","04000",5,3,1,1,10,4,20,15,7,7,"10","15","5","20","8","12","6",65,9,8,6,"04500"
30,"Carpool",0,2,45,77,188,177,9,4,8,4,4,3,3,10,4,5,4,3,2,2,10,7,8,8,6,9,9,"04500","10000","04500","04500","04500","04500","04500",1,14,2,0,10,5,20,10,10,10,"20","2.75","0","20","10","20","10",30,8,5,8,"04500"
30,"Personal",1,2,45,77,188,177,9,4,8,4,4,3,3,10,4,5,4,3,2,2,10,7,8,8,6,9,9,"04500","10000","04500","04500","04500","04500","04500",1,14,2,0,10,5,20,10,10,10,"20","2.75","0","20","10","20","10",30,9,10,10,"04500"
30,"TrainBus",0,2,45,77,188,177,9,4,8,4,4,3,3,10,4,5,4,3,2,2,10,7,8,8,6,9,9,"04500","10000","04500","04500","04500","04500","04500",1,14,2,0,10,5,20,10,10,10,"20","2.75","0","20","10","20","10",30,4,4,7,"10000"
30,"Taxi",0,2,45,77,188,177,9,4,8,4,4,3,3,10,4,5,4,3,2,2,10,7,8,8,6,9,9,"04500","10000","04500","04500","04500","04500","04500",1,14,2,0,10,5,20,10,10,10,"20","2.75","0","20","10","20","10",30,4,4,8,"04500"
31,"Carpool",0,3,97,144,307,297,8,9,7,9,8,6,6,10,8,9,8,7,7,6,10,9,7,9,8,8,7,"13000","20000","14500","20000","20000","13000","14500",0,7,1,1,10,5,20,50,10,15,"10","80","10","90","100","260","260",17,7,9,7,"14500"
31,"Personal",1,3,97,144,307,297,8,9,7,9,8,6,6,10,8,9,8,7,7,6,10,9,7,9,8,8,7,"13000","20000","14500","20000","20000","13000","14500",0,7,1,1,10,5,20,50,10,15,"10","80","10","90","100","260","260",17,8,10,10,"13000"
31,"TrainBus",0,3,97,144,307,297,8,9,7,9,8,6,6,10,8,9,8,7,7,6,10,9,7,9,8,8,7,"13000","20000","14500","20000","20000","13000","14500",0,7,1,1,10,5,20,50,10,15,"10","80","10","90","100","260","260",17,9,8,9,"20000"
31,"Taxi",0,3,97,144,307,297,8,9,7,9,8,6,6,10,8,9,8,7,7,6,10,9,7,9,8,8,7,"13000","20000","14500","20000","20000","13000","14500",0,7,1,1,10,5,20,50,10,15,"10","80","10","90","100","260","260",17,9,8,9,"20000"
32,"Carpool",0,1,150,45,200,200,10,8,8,5,5,6,6,10,8,8,4,4,4,4,10,10,10,5,5,8,8,"04000","00000","04000","04000","04000","04000","04000",0,0,0,0,10,4,20,10,30,30,"15","40","15","100","50","50","25",30,8,8,10,"04000"
32,"Personal",1,1,150,45,200,200,10,8,8,5,5,6,6,10,8,8,4,4,4,4,10,10,10,5,5,8,8,"04000","00000","04000","04000","04000","04000","04000",0,0,0,0,10,4,20,10,30,30,"15","40","15","100","50","50","25",30,10,10,10,"04000"
32,"TrainBus",0,1,150,45,200,200,10,8,8,5,5,6,6,10,8,8,4,4,4,4,10,10,10,5,5,8,8,"04000","00000","04000","04000","04000","04000","04000",0,0,0,0,10,4,20,10,30,30,"15","40","15","100","50","50","25",30,8,8,10,"00000"
32,"Taxi",0,1,150,45,200,200,10,8,8,5,5,6,6,10,8,8,4,4,4,4,10,10,10,5,5,8,8,"04000","00000","04000","04000","04000","04000","04000",0,0,0,0,10,4,20,10,30,30,"15","40","15","100","50","50","25",30,5,4,5,"04000"
33,"Carpool",1,2,200,150,125,110,8,5,9,7,7,7,7,10,1,10,1,1,1,1,10,1,10,1,1,7,7,"02000","20000","02000","02000","02000","02000","02000",2,14,1,1,10,4,20,10,5,5,"2","10","2","10","10","15","15",76,9,10,10,"02000"
33,"Personal",0,2,200,150,125,110,8,5,9,7,7,7,7,10,1,10,1,1,1,1,10,1,10,1,1,7,7,"02000","20000","02000","02000","02000","02000","02000",2,14,1,1,10,4,20,10,5,5,"2","10","2","10","10","15","15",76,8,10,10,"02000"
33,"TrainBus",0,2,200,150,125,110,8,5,9,7,7,7,7,10,1,10,1,1,1,1,10,1,10,1,1,7,7,"02000","20000","02000","02000","02000","02000","02000",2,14,1,1,10,4,20,10,5,5,"2","10","2","10","10","15","15",76,5,1,1,"20000"
33,"Taxi",0,2,200,150,125,110,8,5,9,7,7,7,7,10,1,10,1,1,1,1,10,1,10,1,1,7,7,"02000","20000","02000","02000","02000","02000","02000",2,14,1,1,10,4,20,10,5,5,"2","10","2","10","10","15","15",76,7,1,1,"02000"
34,"Carpool",1,2,54,87,230.5,244.5,10,7,9,5,7,6,7,10,1,3,1,2,2,2,9,8,10,7,8,7,8,"41006","122545","52516","42335","43605","35406","42446",8,14,2,0,10,5,20,5,24,20,"20","15","11","45","25","52","13",90,9,3,10,"52516"
34,"Personal",0,2,54,87,230.5,244.5,10,7,9,5,7,6,7,10,1,3,1,2,2,2,9,8,10,7,8,7,8,"41006","122545","52516","42335","43605","35406","42446",8,14,2,0,10,5,20,5,24,20,"20","15","11","45","25","52","13",90,10,10,9,"41006"
34,"TrainBus",0,2,54,87,230.5,244.5,10,7,9,5,7,6,7,10,1,3,1,2,2,2,9,8,10,7,8,7,8,"41006","122545","52516","42335","43605","35406","42446",8,14,2,0,10,5,20,5,24,20,"20","15","11","45","25","52","13",90,7,1,8,"122545"
34,"Taxi",0,2,54,87,230.5,244.5,10,7,9,5,7,6,7,10,1,3,1,2,2,2,9,8,10,7,8,7,8,"41006","122545","52516","42335","43605","35406","42446",8,14,2,0,10,5,20,5,24,20,"20","15","11","45","25","52","13",90,5,1,7,"42335"
35,"Carpool",0,3,60,170,340,315,5,8,4,4,4,4,4,10,4,6,4,4,4,4,10,6,6,5,5,5,5,"13000","13000","20000","13000","13000","13000","13000",10,10,1,1,10,4,20,10,30,40,"30","20","0","150","75","100","50",50,4,6,6,"20000"
35,"Personal",1,3,60,170,340,315,5,8,4,4,4,4,4,10,4,6,4,4,4,4,10,6,6,5,5,5,5,"13000","13000","20000","13000","13000","13000","13000",10,10,1,1,10,4,20,10,30,40,"30","20","0","150","75","100","50",50,5,10,10,"13000"
35,"TrainBus",0,3,60,170,340,315,5,8,4,4,4,4,4,10,4,6,4,4,4,4,10,6,6,5,5,5,5,"13000","13000","20000","13000","13000","13000","13000",10,10,1,1,10,4,20,10,30,40,"30","20","0","150","75","100","50",50,8,4,6,"13000"
35,"Taxi",0,3,60,170,340,315,5,8,4,4,4,4,4,10,4,6,4,4,4,4,10,6,6,5,5,5,5,"13000","13000","20000","13000","13000","13000","13000",10,10,1,1,10,4,20,10,30,40,"30","20","0","150","75","100","50",50,4,4,5,"13000"
36,"Carpool",0,1,53,97,253,247,6,8,5,5,5,4,4,6,5,5,7,6,5,6,10,7,9,5,2,7,7,"13000","14500","13000","14500","14500","13500","14000",0,7,2,1,10,4,20,10,20,30,"20","50","20","60","60","100","100",69,5,5,9,"13000"
36,"Personal",1,1,53,97,253,247,6,8,5,5,5,4,4,6,5,5,7,6,5,6,10,7,9,5,2,7,7,"13000","14500","13000","14500","14500","13500","14000",0,7,2,1,10,4,20,10,20,30,"20","50","20","60","60","100","100",69,6,6,10,"13000"
36,"TrainBus",0,1,53,97,253,247,6,8,5,5,5,4,4,6,5,5,7,6,5,6,10,7,9,5,2,7,7,"13000","14500","13000","14500","14500","13500","14000",0,7,2,1,10,4,20,10,20,30,"20","50","20","60","60","100","100",69,8,5,7,"14500"
36,"Taxi",0,1,53,97,253,247,6,8,5,5,5,4,4,6,5,5,7,6,5,6,10,7,9,5,2,7,7,"13000","14500","13000","14500","14500","13500","14000",0,7,2,1,10,4,20,10,20,30,"20","50","20","60","60","100","100",69,5,7,5,"14500"
37,"Carpool",0,3,55,90,250,240,10,6,10,6,10,10,10,7,6,6,6,5,4,5,10,7,6,3,3,10,8,"04500","13000","04500","04500","04500","04500","04500",0,7,2,1,10,2,20,15,20,80,"20","100","0","150","100","200","180",85,10,6,6,"04500"
37,"Personal",1,3,55,90,250,240,10,6,10,6,10,10,10,7,6,6,6,5,4,5,10,7,6,3,3,10,8,"04500","13000","04500","04500","04500","04500","04500",0,7,2,1,10,2,20,15,20,80,"20","100","0","150","100","200","180",85,10,7,10,"04500"
37,"TrainBus",0,3,55,90,250,240,10,6,10,6,10,10,10,7,6,6,6,5,4,5,10,7,6,3,3,10,8,"04500","13000","04500","04500","04500","04500","04500",0,7,2,1,10,2,20,15,20,80,"20","100","0","150","100","200","180",85,6,6,7,"13000"
37,"Taxi",0,3,55,90,250,240,10,6,10,6,10,10,10,7,6,6,6,5,4,5,10,7,6,3,3,10,8,"04500","13000","04500","04500","04500","04500","04500",0,7,2,1,10,2,20,15,20,80,"20","100","0","150","100","200","180",85,6,6,3,"04500"
38,"Carpool",1,3,100,100,300,300,7,8,8,5,5,7,7,5,4,5,3,3,4,5,8,6,9,3,3,4,3,"10000","20000","10000","10000","10000","10000","20000",20,7,1,1,10,3,10,5,20,20,"100","40","20","80","40","200","50",51,8,5,9,"10000"
38,"Personal",0,3,100,100,300,300,7,8,8,5,5,7,7,5,4,5,3,3,4,5,8,6,9,3,3,4,3,"10000","20000","10000","10000","10000","10000","20000",20,7,1,1,10,3,10,5,20,20,"100","40","20","80","40","200","50",51,7,5,8,"10000"
38,"TrainBus",0,3,100,100,300,300,7,8,8,5,5,7,7,5,4,5,3,3,4,5,8,6,9,3,3,4,3,"10000","20000","10000","10000","10000","10000","20000",20,7,1,1,10,3,10,5,20,20,"100","40","20","80","40","200","50",51,8,4,6,"20000"
38,"Taxi",0,3,100,100,300,300,7,8,8,5,5,7,7,5,4,5,3,3,4,5,8,6,9,3,3,4,3,"10000","20000","10000","10000","10000","10000","20000",20,7,1,1,10,3,10,5,20,20,"100","40","20","80","40","200","50",51,5,3,3,"10000"
39,"Carpool",1,2,265,174,25,14,9,9,10,8,7,9,9,9,8,9,8,6,8,8,10,8,10,9,7,9,9,"02500","21200","02200","03000","04500","03000","04500",0,0,0,1,10,5,20,10,50,60,"50","20","0","30","20","30","20",61,10,9,10,"02200"
39,"Personal",0,2,265,174,25,14,9,9,10,8,7,9,9,9,8,9,8,6,8,8,10,8,10,9,7,9,9,"02500","21200","02200","03000","04500","03000","04500",0,0,0,1,10,5,20,10,50,60,"50","20","0","30","20","30","20",61,9,9,10,"02500"
39,"TrainBus",0,2,265,174,25,14,9,9,10,8,7,9,9,9,8,9,8,6,8,8,10,8,10,9,7,9,9,"02500","21200","02200","03000","04500","03000","04500",0,0,0,1,10,5,20,10,50,60,"50","20","0","30","20","30","20",61,9,8,8,"21200"
39,"Taxi",0,2,265,174,25,14,9,9,10,8,7,9,9,9,8,9,8,6,8,8,10,8,10,9,7,9,9,"02500","21200","02200","03000","04500","03000","04500",0,0,0,1,10,5,20,10,50,60,"50","20","0","30","20","30","20",61,8,8,9,"03000"
40,"Carpool",0,2,58,94,250,245,8,7,8,6,6,7,6,10,2,8,7,5,7,5,10,4,9,6,5,8,6,"11000","24000","13000","13000","20000","12000","15000",2.5,30,3,0,10,2,20,5,20,20,"20","6","10","50","20","70","40",66,8,8,9,"13000"
40,"Personal",1,2,58,94,250,245,8,7,8,6,6,7,6,10,2,8,7,5,7,5,10,4,9,6,5,8,6,"11000","24000","13000","13000","20000","12000","15000",2.5,30,3,0,10,2,20,5,20,20,"20","6","10","50","20","70","40",66,8,10,10,"11000"
40,"TrainBus",0,2,58,94,250,245,8,7,8,6,6,7,6,10,2,8,7,5,7,5,10,4,9,6,5,8,6,"11000","24000","13000","13000","20000","12000","15000",2.5,30,3,0,10,2,20,5,20,20,"20","6","10","50","20","70","40",66,7,2,4,"24000"
40,"Taxi",0,2,58,94,250,245,8,7,8,6,6,7,6,10,2,8,7,5,7,5,10,4,9,6,5,8,6,"11000","24000","13000","13000","20000","12000","15000",2.5,30,3,0,10,2,20,5,20,20,"20","6","10","50","20","70","40",66,6,7,6,"13000"
41,"Carpool",0,2,268,160,11,33,10,6,10,5,4,5,5,10,3,7,4,3,4,4,8,8,10,9,9,10,10,"04000","10000","04000","04000","04000","04000","05000",7,21,1,0,10,5,10,5,60,70,"0","5","0","60","50","70","60",47,10,7,10,"04000"
41,"Personal",0,2,268,160,11,33,10,6,10,5,4,5,5,10,3,7,4,3,4,4,8,8,10,9,9,10,10,"04000","10000","04000","04000","04000","04000","05000",7,21,1,0,10,5,10,5,60,70,"0","5","0","60","50","70","60",47,10,10,8,"04000"
41,"TrainBus",0,2,268,160,11,33,10,6,10,5,4,5,5,10,3,7,4,3,4,4,8,8,10,9,9,10,10,"04000","10000","04000","04000","04000","04000","05000",7,21,1,0,10,5,10,5,60,70,"0","5","0","60","50","70","60",47,6,3,8,"10000"
41,"Taxi",1,2,268,160,11,33,10,6,10,5,4,5,5,10,3,7,4,3,4,4,8,8,10,9,9,10,10,"04000","10000","04000","04000","04000","04000","05000",7,21,1,0,10,5,10,5,60,70,"0","5","0","60","50","70","60",47,5,4,9,"04000"
42,"Carpool",0,3,44,77,188,178,10,10,10,10,10,10,10,10,1,1,1,1,1,1,10,1,1,1,1,1,1,"20000","50000","20000","23000","23000","23000","23000",4,8,2,1,10,4,20,50,0,0,"12 ","30 ","5 ","50 ","10 ","75 ","15 ",62,10,1,1,"20000"
42,"Personal",1,3,44,77,188,178,10,10,10,10,10,10,10,10,1,1,1,1,1,1,10,1,1,1,1,1,1,"20000","50000","20000","23000","23000","23000","23000",4,8,2,1,10,4,20,50,0,0,"12 ","30 ","5 ","50 ","10 ","75 ","15 ",62,10,10,10,"20000"
42,"TrainBus",0,3,44,77,188,178,10,10,10,10,10,10,10,10,1,1,1,1,1,1,10,1,1,1,1,1,1,"20000","50000","20000","23000","23000","23000","23000",4,8,2,1,10,4,20,50,0,0,"12 ","30 ","5 ","50 ","10 ","75 ","15 ",62,10,1,1,"50000"
42,"Taxi",0,3,44,77,188,178,10,10,10,10,10,10,10,10,1,1,1,1,1,1,10,1,1,1,1,1,1,"20000","50000","20000","23000","23000","23000","23000",4,8,2,1,10,4,20,50,0,0,"12 ","30 ","5 ","50 ","10 ","75 ","15 ",62,10,1,1,"23000"
43,"Carpool",0,1,55,20,150,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"05500","20000","05500","10000","11500","05500","13000",5,7,4,1,10,3,20,50,25,10,"3","5","0","10","2","15","5",34,10,10,10,"05500"
43,"Personal",0,1,55,20,150,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"05500","20000","05500","10000","11500","05500","13000",5,7,4,1,10,3,20,50,25,10,"3","5","0","10","2","15","5",34,10,10,10,"05500"
43,"TrainBus",0,1,55,20,150,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"05500","20000","05500","10000","11500","05500","13000",5,7,4,1,10,3,20,50,25,10,"3","5","0","10","2","15","5",34,10,10,10,"20000"
43,"Taxi",1,1,55,20,150,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"05500","20000","05500","10000","11500","05500","13000",5,7,4,1,10,3,20,50,25,10,"3","5","0","10","2","15","5",34,10,10,10,"10000"
44,"Carpool",0,1,53,100,246,NA,10,4,8,1,1,1,1,10,1,4,1,1,1,1,10,1,1,1,1,1,1,"13800","20000","13800","24000","20000","20200","22200",1,3,1,1,10,3,20,15,10,10,"30","14","0","25","25","45","45",72,8,4,1,"13800"
44,"Personal",1,1,53,100,246,NA,10,4,8,1,1,1,1,10,1,4,1,1,1,1,10,1,1,1,1,1,1,"13800","20000","13800","24000","20000","20200","22200",1,3,1,1,10,3,20,15,10,10,"30","14","0","25","25","45","45",72,10,10,10,"13800"
44,"TrainBus",0,1,53,100,246,NA,10,4,8,1,1,1,1,10,1,4,1,1,1,1,10,1,1,1,1,1,1,"13800","20000","13800","24000","20000","20200","22200",1,3,1,1,10,3,20,15,10,10,"30","14","0","25","25","45","45",72,4,1,1,"20000"
44,"Taxi",0,1,53,100,246,NA,10,4,8,1,1,1,1,10,1,4,1,1,1,1,10,1,1,1,1,1,1,"13800","20000","13800","24000","20000","20200","22200",1,3,1,1,10,3,20,15,10,10,"30","14","0","25","25","45","45",72,1,1,1,"24000"
45,"Carpool",1,2,313,212,52,72,8,8,8,9,9,9,9,8,8,7,8,7,8,8,9,7,9,8,8,8,8,"10000","13000","10000","10000","10000","10000","10000",1,5,1,1,10,3,20,10,40,60,"15","25","15","50","50","50","50",54,8,7,9,"10000"
45,"Personal",0,2,313,212,52,72,8,8,8,9,9,9,9,8,8,7,8,7,8,8,9,7,9,8,8,8,8,"10000","13000","10000","10000","10000","10000","10000",1,5,1,1,10,3,20,10,40,60,"15","25","15","50","50","50","50",54,8,8,9,"10000"
45,"TrainBus",0,2,313,212,52,72,8,8,8,9,9,9,9,8,8,7,8,7,8,8,9,7,9,8,8,8,8,"10000","13000","10000","10000","10000","10000","10000",1,5,1,1,10,3,20,10,40,60,"15","25","15","50","50","50","50",54,8,8,7,"13000"
45,"Taxi",0,2,313,212,52,72,8,8,8,9,9,9,9,8,8,7,8,7,8,8,9,7,9,8,8,8,8,"10000","13000","10000","10000","10000","10000","10000",1,5,1,1,10,3,20,10,40,60,"15","25","15","50","50","50","50",54,9,8,8,"10000"
46,"Carpool",0,3,50,95,260,245,8,8,6,7,7,7,7,10,4,4,4,4,4,4,10,3,5,5,5,5,5,"10000","10000","10000","10000","10000","10000","10000",3,7,1,0,10,3,25,50,30,45,"20","30","35","70","35","100","50",24,6,4,5,"10000"
46,"Personal",0,3,50,95,260,245,8,8,6,7,7,7,7,10,4,4,4,4,4,4,10,3,5,5,5,5,5,"10000","10000","10000","10000","10000","10000","10000",3,7,1,0,10,3,25,50,30,45,"20","30","35","70","35","100","50",24,8,10,10,"10000"
46,"TrainBus",0,3,50,95,260,245,8,8,6,7,7,7,7,10,4,4,4,4,4,4,10,3,5,5,5,5,5,"10000","10000","10000","10000","10000","10000","10000",3,7,1,0,10,3,25,50,30,45,"20","30","35","70","35","100","50",24,8,4,3,"10000"
46,"Taxi",1,3,50,95,260,245,8,8,6,7,7,7,7,10,4,4,4,4,4,4,10,3,5,5,5,5,5,"10000","10000","10000","10000","10000","10000","10000",3,7,1,0,10,3,25,50,30,45,"20","30","35","70","35","100","50",24,7,4,5,"10000"
47,"Carpool",0,3,51,96,260,247,5,9,5,4,3,4,3,10,2,9,4,4,4,4,7,5,7,4,4,10,10,"10000","20000","10000","10000","10000","10000","10000",4,6,1,1,40,2,20,10,20,30,"15","60","0","50","50","60","60",67,5,9,7,"10000"
47,"Personal",1,3,51,96,260,247,5,9,5,4,3,4,3,10,2,9,4,4,4,4,7,5,7,4,4,10,10,"10000","20000","10000","10000","10000","10000","10000",4,6,1,1,40,2,20,10,20,30,"15","60","0","50","50","60","60",67,5,10,7,"10000"
47,"TrainBus",0,3,51,96,260,247,5,9,5,4,3,4,3,10,2,9,4,4,4,4,7,5,7,4,4,10,10,"10000","20000","10000","10000","10000","10000","10000",4,6,1,1,40,2,20,10,20,30,"15","60","0","50","50","60","60",67,9,2,5,"20000"
47,"Taxi",0,3,51,96,260,247,5,9,5,4,3,4,3,10,2,9,4,4,4,4,7,5,7,4,4,10,10,"10000","20000","10000","10000","10000","10000","10000",4,6,1,1,40,2,20,10,20,30,"15","60","0","50","50","60","60",67,4,4,4,"10000"
48,"Carpool",0,3,56,96,255,268,10,8,6,5,4,2,1,10,9,9,4,3,2,1,10,4,8,8,5,2,1,"10500","43000","21000","120000","120000","120000","120000",1,3,1,1,10,2,40,5,NA,NA,"810       ","25","010       ","","","","",17,6,9,8,"21000"
48,"Personal",0,3,56,96,255,268,10,8,6,5,4,2,1,10,9,9,4,3,2,1,10,4,8,8,5,2,1,"10500","43000","21000","120000","120000","120000","120000",1,3,1,1,10,2,40,5,NA,NA,"810       ","25","010       ","","","","",17,10,10,10,"10500"
48,"TrainBus",0,3,56,96,255,268,10,8,6,5,4,2,1,10,9,9,4,3,2,1,10,4,8,8,5,2,1,"10500","43000","21000","120000","120000","120000","120000",1,3,1,1,10,2,40,5,NA,NA,"810       ","25","010       ","","","","",17,8,9,4,"43000"
48,"Taxi",1,3,56,96,255,268,10,8,6,5,4,2,1,10,9,9,4,3,2,1,10,4,8,8,5,2,1,"10500","43000","21000","120000","120000","120000","120000",1,3,1,1,10,2,40,5,NA,NA,"810       ","25","010       ","","","","",17,5,4,8,"120000"
49,"Carpool",0,3,60,100,260,260,10,10,7,7,7,6,6,10,5,7,6,5,5,5,7,7,5,7,3,7,5,"11000","00000","00000","00000","00000","00000","00000",3,5,1,1,40,5,65,50,50,60,"60","","","","","","",27,7,7,5,"00000"
49,"Personal",1,3,60,100,260,260,10,10,7,7,7,6,6,10,5,7,6,5,5,5,7,7,5,7,3,7,5,"11000","00000","00000","00000","00000","00000","00000",3,5,1,1,40,5,65,50,50,60,"60","","","","","","",27,10,10,7,"11000"
49,"TrainBus",0,3,60,100,260,260,10,10,7,7,7,6,6,10,5,7,6,5,5,5,7,7,5,7,3,7,5,"11000","00000","00000","00000","00000","00000","00000",3,5,1,1,40,5,65,50,50,60,"60","","","","","","",27,10,5,7,"00000"
